condition,view,cut,worker_a,worker_b,common_images,common_buildings,rate_a,rate_b,mean_paired_difference
manual,split_fixed,9.0,W030,W037,47,15,0.2553191489361702,0.5106382978723404,-0.2553191489361702
manual,split_fixed,9.0,W031,W032,59,15,0.2711864406779661,0.4915254237288136,-0.22033898305084745
manual,split_fixed,9.0,W031,W033,53,14,0.2830188679245283,0.2830188679245283,0.0
manual,split_fixed,9.0,W031,W034,51,15,0.21568627450980393,0.4117647058823529,-0.19607843137254902
manual,split_fixed,9.0,W031,W035,49,15,0.24489795918367346,0.24489795918367346,0.0
manual,split_fixed,9.0,W031,W036,46,15,0.21739130434782608,0.30434782608695654,-0.08695652173913043
manual,split_fixed,9.0,W031,W037,48,15,0.22916666666666666,0.5208333333333334,-0.2916666666666667
manual,split_fixed,9.0,W032,W033,55,16,0.4909090909090909,0.2909090909090909,0.2
manual,split_fixed,9.0,W032,W034,51,15,0.45098039215686275,0.43137254901960786,0.0196078431372549
manual,split_fixed,9.0,W032,W035,45,15,0.4444444444444444,0.24444444444444444,0.2
manual,split_fixed,9.0,W032,W036,44,16,0.45454545454545453,0.3409090909090909,0.11363636363636363
manual,split_fixed,9.0,W032,W037,51,17,0.43137254901960786,0.49019607843137253,-0.058823529411764705
manual,split_fixed,9.0,W033,W034,51,14,0.2549019607843137,0.45098039215686275,-0.19607843137254902
manual,split_fixed,9.0,W033,W035,45,14,0.26666666666666666,0.24444444444444444,0.022222222222222223
manual,split_fixed,9.0,W033,W036,43,14,0.2558139534883721,0.32558139534883723,-0.06976744186046512
manual,split_fixed,9.0,W033,W037,51,16,0.2549019607843137,0.5098039215686274,-0.2549019607843137
manual,split_fixed,9.0,W034,W035,51,15,0.45098039215686275,0.2549019607843137,0.19607843137254902
manual,split_fixed,9.0,W034,W036,45,15,0.4222222222222222,0.3111111111111111,0.1111111111111111
manual,split_fixed,9.0,W034,W037,58,15,0.46551724137931033,0.5172413793103449,-0.05172413793103448
manual,split_fixed,9.0,W035,W036,48,15,0.25,0.3125,-0.0625
manual,split_fixed,9.0,W035,W037,46,15,0.2608695652173913,0.5217391304347826,-0.2608695652173913
manual,split_fixed,9.0,W036,W037,46,16,0.32608695652173914,0.5217391304347826,-0.1956521739130435
oos,bound_fixed,9.0,W001,W002,9,6,0.1111111111111111,0.1111111111111111,0.0
oos,bound_fixed,9.0,W001,W006,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W001,W008,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W001,W010,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W001,W011,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W001,W012,8,5,0.125,0.5,-0.375
oos,bound_fixed,9.0,W001,W013,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W001,W014,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W001,W015,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W001,W017,8,6,0.125,0.25,-0.125
oos,bound_fixed,9.0,W001,W018,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W001,W021,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W001,W027,8,6,0.125,0.5,-0.375
oos,bound_fixed,9.0,W001,W028,8,6,0.125,0.375,-0.25
oos,bound_fixed,9.0,W001,W029,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W001,W030,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W001,W031,9,6,0.1111111111111111,0.4444444444444444,-0.3333333333333333
oos,bound_fixed,9.0,W001,W032,9,6,0.1111111111111111,0.6666666666666666,-0.5555555555555556
oos,bound_fixed,9.0,W001,W033,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W001,W034,9,6,0.1111111111111111,0.6666666666666666,-0.5555555555555556
oos,bound_fixed,9.0,W001,W035,9,6,0.1111111111111111,0.4444444444444444,-0.3333333333333333
oos,bound_fixed,9.0,W001,W036,9,6,0.1111111111111111,0.5555555555555556,-0.4444444444444444
oos,bound_fixed,9.0,W001,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W002,W006,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W002,W008,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W002,W010,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W002,W011,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W002,W012,8,5,0.125,0.5,-0.375
oos,bound_fixed,9.0,W002,W013,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W002,W014,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W002,W015,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W002,W017,8,6,0.125,0.25,-0.125
oos,bound_fixed,9.0,W002,W018,9,6,0.1111111111111111,0.2222222222222222,-0.1111111111111111
oos,bound_fixed,9.0,W002,W021,9,6,0.1111111111111111,0.0,0.1111111111111111
oos,bound_fixed,9.0,W002,W027,8,6,0.125,0.5,-0.375
oos,bound_fixed,9.0,W002,W028,8,6,0.125,0.375,-0.25
oos,bound_fixed,9.0,W002,W029,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W002,W030,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W002,W031,9,6,0.1111111111111111,0.4444444444444444,-0.3333333333333333
oos,bound_fixed,9.0,W002,W032,9,6,0.1111111111111111,0.6666666666666666,-0.5555555555555556
oos,bound_fixed,9.0,W002,W033,9,6,0.1111111111111111,0.3333333333333333,-0.2222222222222222
oos,bound_fixed,9.0,W002,W034,9,6,0.1111111111111111,0.6666666666666666,-0.5555555555555556
oos,bound_fixed,9.0,W002,W035,9,6,0.1111111111111111,0.4444444444444444,-0.3333333333333333
oos,bound_fixed,9.0,W002,W036,9,6,0.1111111111111111,0.5555555555555556,-0.4444444444444444
oos,bound_fixed,9.0,W002,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W006,W008,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W006,W010,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W006,W011,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W006,W012,8,5,0.25,0.5,-0.25
oos,bound_fixed,9.0,W006,W013,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W006,W014,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W006,W015,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W006,W017,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W006,W018,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W006,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W006,W027,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W006,W028,8,6,0.125,0.375,-0.25
oos,bound_fixed,9.0,W006,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W006,W030,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W006,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W006,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W006,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W006,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W006,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W006,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,bound_fixed,9.0,W006,W037,5,4,0.4,0.8,-0.4
oos,bound_fixed,9.0,W008,W010,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W008,W011,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W008,W012,8,5,0.0,0.5,-0.5
oos,bound_fixed,9.0,W008,W013,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W008,W014,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W008,W015,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W008,W017,8,6,0.0,0.25,-0.25
oos,bound_fixed,9.0,W008,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W008,W021,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W008,W027,8,6,0.0,0.5,-0.5
oos,bound_fixed,9.0,W008,W028,8,6,0.0,0.375,-0.375
oos,bound_fixed,9.0,W008,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W008,W030,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W008,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W008,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W008,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W008,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W008,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W008,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,bound_fixed,9.0,W008,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W010,W011,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W010,W012,8,5,0.25,0.5,-0.25
oos,bound_fixed,9.0,W010,W013,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W010,W014,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W010,W015,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W010,W017,8,6,0.125,0.25,-0.125
oos,bound_fixed,9.0,W010,W018,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W010,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W010,W027,8,6,0.125,0.5,-0.375
oos,bound_fixed,9.0,W010,W028,8,6,0.25,0.375,-0.125
oos,bound_fixed,9.0,W010,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W010,W030,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W010,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W010,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W010,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W010,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W010,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W010,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,bound_fixed,9.0,W010,W037,5,4,0.4,0.8,-0.4
oos,bound_fixed,9.0,W011,W012,8,5,0.125,0.5,-0.375
oos,bound_fixed,9.0,W011,W013,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W011,W014,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W011,W015,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W011,W017,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W011,W018,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,bound_fixed,9.0,W011,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W011,W027,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W011,W028,8,6,0.25,0.375,-0.125
oos,bound_fixed,9.0,W011,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W011,W030,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W011,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W011,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W011,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W011,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W011,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W011,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,bound_fixed,9.0,W011,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W012,W013,8,5,0.5,0.0,0.5
oos,bound_fixed,9.0,W012,W014,8,5,0.5,0.0,0.5
oos,bound_fixed,9.0,W012,W015,8,5,0.5,0.0,0.5
oos,bound_fixed,9.0,W012,W017,7,5,0.42857142857142855,0.2857142857142857,0.14285714285714285
oos,bound_fixed,9.0,W012,W018,8,5,0.5,0.25,0.25
oos,bound_fixed,9.0,W012,W021,8,5,0.5,0.0,0.5
oos,bound_fixed,9.0,W012,W027,7,5,0.42857142857142855,0.5714285714285714,-0.14285714285714285
oos,bound_fixed,9.0,W012,W028,7,5,0.42857142857142855,0.42857142857142855,0.0
oos,bound_fixed,9.0,W012,W029,8,5,0.5,0.375,0.125
oos,bound_fixed,9.0,W012,W030,8,5,0.5,0.25,0.25
oos,bound_fixed,9.0,W012,W031,8,5,0.5,0.5,0.0
oos,bound_fixed,9.0,W012,W032,8,5,0.5,0.75,-0.25
oos,bound_fixed,9.0,W012,W033,8,5,0.5,0.375,0.125
oos,bound_fixed,9.0,W012,W034,8,5,0.5,0.625,-0.125
oos,bound_fixed,9.0,W012,W035,8,5,0.5,0.375,0.125
oos,bound_fixed,9.0,W012,W036,8,5,0.5,0.625,-0.125
oos,bound_fixed,9.0,W012,W037,5,4,0.6,0.8,-0.2
oos,bound_fixed,9.0,W013,W014,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W013,W015,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W013,W017,8,6,0.0,0.25,-0.25
oos,bound_fixed,9.0,W013,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W013,W021,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W013,W027,8,6,0.0,0.5,-0.5
oos,bound_fixed,9.0,W013,W028,8,6,0.0,0.375,-0.375
oos,bound_fixed,9.0,W013,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W013,W030,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W013,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W013,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W013,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W013,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W013,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W013,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,bound_fixed,9.0,W013,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W014,W015,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W014,W017,8,6,0.0,0.25,-0.25
oos,bound_fixed,9.0,W014,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W014,W021,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W014,W027,8,6,0.0,0.5,-0.5
oos,bound_fixed,9.0,W014,W028,8,6,0.0,0.375,-0.375
oos,bound_fixed,9.0,W014,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W014,W030,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W014,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W014,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W014,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W014,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W014,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W014,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,bound_fixed,9.0,W014,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W015,W017,8,6,0.0,0.25,-0.25
oos,bound_fixed,9.0,W015,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,bound_fixed,9.0,W015,W021,9,6,0.0,0.0,0.0
oos,bound_fixed,9.0,W015,W027,8,6,0.0,0.5,-0.5
oos,bound_fixed,9.0,W015,W028,8,6,0.0,0.375,-0.375
oos,bound_fixed,9.0,W015,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W015,W030,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W015,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W015,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W015,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W015,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W015,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W015,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,bound_fixed,9.0,W015,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W017,W018,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W017,W021,8,6,0.25,0.0,0.25
oos,bound_fixed,9.0,W017,W027,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W017,W028,7,6,0.2857142857142857,0.42857142857142855,-0.14285714285714285
oos,bound_fixed,9.0,W017,W029,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W017,W030,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W017,W031,8,6,0.25,0.375,-0.125
oos,bound_fixed,9.0,W017,W032,8,6,0.25,0.625,-0.375
oos,bound_fixed,9.0,W017,W033,8,6,0.25,0.25,0.0
oos,bound_fixed,9.0,W017,W034,8,6,0.25,0.625,-0.375
oos,bound_fixed,9.0,W017,W035,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W017,W036,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W018,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,bound_fixed,9.0,W018,W027,8,6,0.25,0.5,-0.25
oos,bound_fixed,9.0,W018,W028,8,6,0.125,0.375,-0.25
oos,bound_fixed,9.0,W018,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W018,W030,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W018,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W018,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W018,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,bound_fixed,9.0,W018,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,bound_fixed,9.0,W018,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,bound_fixed,9.0,W018,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,bound_fixed,9.0,W018,W037,5,4,0.2,0.8,-0.6
oos,bound_fixed,9.0,W021,W027,8,6,0.0,0.5,-0.5
oos,bound_fixed,9.0,W021,W028,8,6,0.0,0.375,-0.375
oos,bound_fixed,9.0,W021,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W021,W030,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W021,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W021,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W021,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,bound_fixed,9.0,W021,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,bound_fixed,9.0,W021,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,bound_fixed,9.0,W021,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,bound_fixed,9.0,W021,W037,5,4,0.0,0.8,-0.8
oos,bound_fixed,9.0,W027,W028,7,6,0.42857142857142855,0.42857142857142855,0.0
oos,bound_fixed,9.0,W027,W029,8,6,0.5,0.25,0.25
oos,bound_fixed,9.0,W027,W030,8,6,0.5,0.25,0.25
oos,bound_fixed,9.0,W027,W031,8,6,0.5,0.375,0.125
oos,bound_fixed,9.0,W027,W032,8,6,0.5,0.625,-0.125
oos,bound_fixed,9.0,W027,W033,8,6,0.5,0.25,0.25
oos,bound_fixed,9.0,W027,W034,8,6,0.5,0.625,-0.125
oos,bound_fixed,9.0,W027,W035,8,6,0.5,0.5,0.0
oos,bound_fixed,9.0,W027,W036,8,6,0.5,0.5,0.0
oos,bound_fixed,9.0,W028,W029,8,6,0.375,0.25,0.125
oos,bound_fixed,9.0,W028,W030,8,6,0.375,0.375,0.0
oos,bound_fixed,9.0,W028,W031,8,6,0.375,0.375,0.0
oos,bound_fixed,9.0,W028,W032,8,6,0.375,0.625,-0.25
oos,bound_fixed,9.0,W028,W033,8,6,0.375,0.375,0.0
oos,bound_fixed,9.0,W028,W034,8,6,0.375,0.625,-0.25
oos,bound_fixed,9.0,W028,W035,8,6,0.375,0.375,0.0
oos,bound_fixed,9.0,W028,W036,8,6,0.375,0.5,-0.125
oos,bound_fixed,9.0,W029,W030,9,6,0.3333333333333333,0.3333333333333333,0.0
oos,bound_fixed,9.0,W029,W031,9,6,0.3333333333333333,0.4444444444444444,-0.1111111111111111
