task_id,annotation_id,annotator_id,dataset_group,default_gate_pass,default_gate_reason,selection_pass,selection_reason,selection_origin,tim_rule_default_gate_pass,tim_rule_in_scope,tim_rule_layout_usable,tim_rule_type4_flag,tim_rule_meta_guard_rejected,tim_rule_active_time_fallback,tim_t_included,tim_i_included,tim_m_included,tim_highest_tier,tim_scope,tim_scope_rule,tim_downgrade_reason,tim_reason_chain,tim_mapping_rule_version,tim_mapping_spec_version
474,75,4,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
475,41,3,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
475,76,4,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
476,42,3,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos,passed_default_gate;selection:selection_not_provided;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
476,77,4,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos,passed_default_gate;selection:selection_not_provided;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
477,32,2,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:model_issue_missing_required;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
477,43,3,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
477,78,4,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
478,97,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,True,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
479,33,2,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,True,True,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:scope_missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;layout:scope_missing,tim_row_audit_v1,tim_mapping_spec_v1
479,44,3,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
479,79,4,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,False,False,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:low_coverage,passed_default_gate;selection:selection_not_provided;active_time:log;layout:low_coverage,tim_row_audit_v1,tim_mapping_spec_v1
480,34,2,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,True,True,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:scope_missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;layout:scope_missing,tim_row_audit_v1,tim_mapping_spec_v1
480,45,3,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
480,80,4,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
481,98,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
482,99,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
483,100,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
484,101,1,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,True,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
485,102,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
486,103,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
487,104,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,True,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
488,105,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
489,106,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
490,107,1,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,True,True,True,True,M,M,m_tier_layout_usable,active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
491,35,2,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,True,True,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:scope_missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;layout:scope_missing,tim_row_audit_v1,tim_mapping_spec_v1
491,46,3,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
491,81,4,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
492,36,2,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,True,True,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:scope_missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;layout:scope_missing,tim_row_audit_v1,tim_mapping_spec_v1
492,47,3,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
492,82,4,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial,passed_default_gate;selection:selection_not_provided;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
493,37,2,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,True,True,False,True,False,False,T,T,t_tier_scope_filtered,scope:missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;scope:missing,tim_row_audit_v1,tim_mapping_spec_v1
493,48,3,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
494,38,2,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,False,True,True,False,True,True,False,I,I,i_tier_in_scope_layout_filtered,layout:scope_missing;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;layout:scope_missing,tim_row_audit_v1,tim_mapping_spec_v1
494,49,3,PreScreen_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
495,39,2,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,True,True,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:scope_missing;difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
495,50,3,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos,passed_default_gate;selection:selection_not_provided;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
496,51,3,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,True,True,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos;type4:difficulty_missing;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
496,63,2,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos,passed_default_gate;selection:selection_not_provided;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
497,52,3,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:model_issue_missing_required;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
497,64,2,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
498,53,3,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,False,False,True,True,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
498,65,2,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
498,87,4,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
499,54,3,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
499,66,2,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
499,83,4,Calibration_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
500,55,3,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
500,67,2,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
500,84,4,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
501,56,3,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
501,68,2,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
501,85,4,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,False,True,False,False,T,T,t_tier_scope_filtered,scope:oos,passed_default_gate;selection:selection_not_provided;active_time:log;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
502,57,3,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,True,False,True,True,True,M,M,m_tier_layout_usable,type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty,passed_default_gate;selection:selection_not_provided;type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
502,69,2,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,False,False,True,True,True,M,M,m_tier_layout_usable,type4:model_issue_missing_required,passed_default_gate;selection:selection_not_provided;type4:model_issue_missing_required;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
502,86,4,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
503,58,3,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
503,70,2,Validation_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
504,59,3,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_missing;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
504,71,2,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
505,60,3,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
505,72,2,PreScreen_semi,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
506,61,3,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,True,False,False,True,True,True,M,M,m_tier_layout_usable,type4:model_issue_missing_required,passed_default_gate;selection:selection_not_provided;type4:model_issue_missing_required;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
506,73,2,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,True,True,False,False,False,True,True,True,M,M,m_tier_layout_usable,none,passed_default_gate;selection:selection_not_provided;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
507,108,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
508,62,3,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;type4:difficulty_missing;model_issue_missing_required;meta_guard:difficulty_empty;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
508,74,2,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,True,True,False,False,False,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:log,tim_row_audit_v1,tim_mapping_spec_v1
509,109,1,SemiAuto_Test,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
510,110,1,Gold_manual,True,passed,True,selection_not_provided,default_thesis_gate,True,False,False,False,False,True,True,False,False,T,T,t_tier_scope_filtered,scope:oos;active_time:lead_time_fallback,passed_default_gate;selection:selection_not_provided;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
511,111,1,,False,dataset_group_blank;join_status:ambiguous,False,default_gate_blocked,blocked_before_selection,False,False,False,False,False,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:ambiguous,excluded:dataset_group_blank;join_status:ambiguous;selection:default_gate_blocked;active_time:lead_time_fallback;scope:oos,tim_row_audit_v1,tim_mapping_spec_v1
512,112,1,,False,dataset_group_blank;join_status:unmatched,False,default_gate_blocked,blocked_before_selection,False,True,True,True,True,True,False,False,False,outside_T,outside_T,gate_excluded,dataset_group_blank;join_status:unmatched,excluded:dataset_group_blank;join_status:unmatched;selection:default_gate_blocked;type4:difficulty_conflict;meta_guard:difficulty_conflict_trivial;active_time:lead_time_fallback,tim_row_audit_v1,tim_mapping_spec_v1
